first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
Jacqueline,Caldwell,F,54220 April Union Suite 403,Riverview,MI,48193,42.1782,-83.2461,15623,Writer,02-11-1993,a8701a55000472ccae101302e4d2b9f1,1325399615,41.566092,-82.437622,0
Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,05-06-1991,10ec7fc2395a5292495c481d9c99e51a,1325399661,43.811536,-75.890407,0
Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,06-11-1984,79bcbb0643cd247e0d207e75ec9e941e,1325399707,43.234305,-90.085867,0
Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",07-10-1959,01264afa6306be16946441c6e5916f3d,1325399776,40.724135,-85.833294,0
Tami,Forbes,F,5204 Robinson Plaza Suite 897,Barnstable,MA,2630,41.6983,-70.3001,1850,Counselling psychologist,29-12-1963,170f40b5833c8a9765c5402d8a2a03a2,1325399829,42.017621,-69.83017,0
Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,13-06-1951,006c20afb2193760d9f923c065d33b9e,1325399891,29.995522,-92.208935,0
Bridget,Bowen,F,49120 Regina Island Apt. 170,Port Saint Lucie,FL,34953,27.2625,-80.3793,181438,Primary school teacher,19-03-1934,f80458b210ec8dd611bbd2790e4011aa,1325399976,26.405694,-81.367727,0
Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",20-12-1975,22dfa297ab94683757e91ba3b9628282,1325399999,34.011987,-92.716863,0
Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,13-06-1951,a8852559dcae2692a49571835ade27c3,1325400054,30.868471,-92.058125,0
Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,13-01-1960,3f4cdfc2ec4003b6e3c2baa0a57ba833,1325400068,40.467028,-88.919686,0
Brandon,Bridges,M,957 Miller Falls,Apison,TN,37302,35.0149,-85.0164,3730,Occupational therapist,28-01-1991,2a2e56cdd8407e87f8fb0b9ea0f208b7,1325400184,35.919237,-85.432351,0
Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,14-03-1970,2b7dd0f19997311f9579839f5d86db5c,1325400228,38.154486,-79.915134,0
Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",12-07-1926,9b13fb1ce565b55afe4106ecdee9346b,1325400234,31.608415,-83.145823,0
Christopher,Ortega,M,5045 Emily Wall,Princeton,IA,52768,41.6858,-90.3706,1426,Agricultural consultant,06-03-1957,abd2a9fcfeb018cb42091136d691d931,1325400240,41.061364,-90.268802,0
Christopher,Luna,M,242 Brian Mountain,Laredo,TX,78040,27.5155,-99.4986,248858,Video editor,28-01-1971,a9cbe89c2cd1bd2962f7397e0a3c4bd0,1325400248,27.785758,-99.587766,0
Brittany,Cox,F,07177 William Dale Apt. 547,Santa Monica,CA,90403,34.0287,-118.4924,92043,"Civil engineer, contracting",25-04-1961,53ce9a8288680138029c000eccda3ef5,1325400431,34.238172,-117.644726,0
Larry,House,M,911 Sabrina Trafficway,Cochranton,PA,16314,41.5205,-80.0573,5507,Retail merchandiser,28-07-1973,b149038da8b0b01fe6e820fff05c0d55,1325400492,40.563586,-79.136622,0
Jason,Gray,M,875 Amy Point,Amorita,OK,73719,36.9412,-98.2458,83,Barrister's clerk,28-07-1958,d06c2ec08b29702fba9f3d8925194edb,1325400516,36.742499,-99.02925,0
Janet,Carpenter,F,9870 Collins Flat,Laramie,WY,82072,41.4247,-105.4781,35371,"Pilot, airline",02-09-1988,515bbdc506029e792d2e1ed06e860645,1325400518,40.476974,-105.541846,0
John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,29-07-1998,85801ec53570290c6bc05afe48433a4f,1325400607,41.375676,-73.680773,0
Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,15-04-1988,e1fc40aa8789466ad55e0495257e0c21,1325400628,43.241154,-71.402473,0
Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,10-12-1971,218ca367de0829db1d5b02dd5b2ec397,1325400659,39.170121,-79.986741,0
Kristen,Allen,F,8619 Lisa Manors Apt. 871,Lagrange,WY,82221,41.6423,-104.1974,635,Product/process development scientist,13-07-1973,db9c80e90e2d21b61b53050f15845615,1325400751,41.045216,-104.409531,0
Cody,Miller,M,25748 John Wells,Mooresville,NC,28117,35.584,-80.8685,69793,Control and instrumentation engineer,08-12-1953,724081f344e32d5a402a958a6341a5e2,1325400790,34.879573,-80.555417,0
Travis,Hayes,M,1561 Chase Grove,Conway,NH,3818,43.9742,-71.1503,3807,Surgeon,25-10-1999,50566de3d4ac51057331660fa668a692,1325400806,44.410079,-70.79915,0
Joseph,Murray,M,42933 Ryan Underpass,Manderson,SD,57756,43.3526,-102.5411,1126,Volunteer coordinator,18-08-1980,460f2afc75b5a897380863c7128f9ac2,1325400829,43.563076,-101.937733,0
Sandra,Davies,F,31954 Eugene Lane Suite 572,Dexter,KS,67038,37.1641,-96.6917,602,"Buyer, industrial",26-10-1958,14e63b67bbaaca02c9e9483c5f277ccb,1325400834,37.548058,-95.772655,0
William,Lopez,M,785 Kevin Walk Suite 237,Brainard,NE,68626,41.1832,-96.9882,614,Associate Professor,20-06-1967,c2959f6ce246f729459ea50b5de61c78,1325400847,42.13144,-96.938715,0
Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,02-02-1946,b9268042b9c34cc07c3339ed6728ccfe,1325400889,42.120787,-79.332543,0
Rebecca,Butler,F,0665 Lisa Alley,Winger,MN,56592,47.5375,-95.9941,516,Applications developer,07-06-1966,086b259651b660777de46f6f63b55396,1325400920,47.090201,-95.105078,0
Mackenzie,Salazar,F,982 Melissa Lock,Bagley,WI,53801,42.9207,-91.0685,878,Risk analyst,20-11-1974,4f53dc5db243685999523ac65f7ac142,1325400929,42.49254,-90.886837,0
William,Thompson,M,977 Rita Grove Apt. 000,Rock Tavern,NY,12575,41.4575,-74.1659,2258,Building surveyor,17-03-1937,607316193baf6f3dd434d504939c66aa,1325400958,41.731038,-74.573464,0
Tina,Zimmerman,F,3595 Susan Island Suite 063,Thomas,OK,73669,35.7382,-98.7388,1675,Barrister,01-05-1986,da7cfa4c04344e5f2e9f7f1fa2454e17,1325400969,35.713014,-99.549224,0
Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,25-07-1983,190fa28329f4fdcd9cb058cab9b95f0a,1325400969,39.039511,-79.474965,0
Sara,Ramirez,F,23843 Scott Island,Birmingham,IA,52535,40.8626,-91.9534,888,Camera operator,25-03-1988,11b51a73e45701b5bc6c9e0a270427ec,1325400970,40.753272,-91.930771,0
Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.064,-72.3366,1858,Clinical biochemist,03-03-1984,fab75b69140217baf9c1f402940fe0a1,1325400972,40.49526,-71.508465,0
James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",07-07-1975,80456b7fe6aac04f1e9ba506fdcc6464,1325401017,37.573022,-79.209382,0
Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,09-10-1976,5b7a74efe4949f29c501b27d96c34de8,1325401114,43.55786,-74.428683,0
Melissa,Krause,F,67632 Martin Gateway,Fordoche,LA,70732,30.6576,-91.6264,1178,Community education officer,13-06-1951,f36b7c2451a1342ba00ea02842db6b18,1325401149,31.334189,-91.736019,0
Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",06-06-1999,6179a1db533b8a6103d89ff31c2b1bfe,1325401246,37.704605,-85.656044,0
Gary,Barnes,M,2970 Flores Brooks,Smackover,AR,71762,33.3398,-92.7442,2501,Financial adviser,11-06-1986,dd94dcd84e29722f8156292b74d2ab60,1325401262,32.844328,-91.793546,0
Christine,Davis,F,736 Moss Motorway Suite 549,Humboldt,AZ,86329,34.5189,-112.2523,1179,"Civil engineer, contracting",20-01-1955,1c3b455d21e7debb5c8b20097666958e,1325401391,33.676231,-112.389594,0
John,Mccormick,M,79414 Clark Lakes Suite 966,Warren,MI,48088,42.5164,-82.9832,134056,"Producer, radio",08-10-1956,5e530df7771cb7e24cdd84ae6d407c78,1325401424,43.133883,-83.350473,0
Danielle,Hayden,F,03368 Michelle Trail,Gregory,AR,72059,35.1791,-91.2594,37,"Lecturer, further education",01-01-1958,1a557236f0e55e5d80ac9963baaad584,1325401428,36.117952,-90.437908,0
Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,19-08-1945,715cf3ddf725f9619b6eb81f0a2ba57f,1325401498,40.598555,-88.717021,0
Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,27-04-1965,988c5fba79c4f23f52b2bd996a7ec482,1325401511,44.905327,-90.884945,0
Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",07-10-1959,a43094ec0cbb91ba52c1c10b7169b5e4,1325401586,41.059801,-86.726607,0
Frank,Foster,M,37910 Ward Lights,Shrewsbury,MA,1545,42.2848,-71.7205,35299,English as a second language teacher,30-04-1975,16b701b7146a8bdc345502c6bf3b8b34,1325401634,43.124525,-71.545704,0
Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,30-11-1999,c56c309fa13d1c9ee97aadd3b1eb313b,1325401750,34.166811,-111.595599,0
Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",13-06-1963,caedb2e95360b4615a85193357810e38,1325401826,42.599951,-112.758179,0
Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",02-11-1974,0892435b687c50f395f5cbbbc56efdc3,1325401911,43.413409,-67.938911,0
Jackie,Davis,F,1898 Parker Fork Apt. 057,Redford,MO,63665,37.3272,-91.0243,241,Investment analyst,27-10-1974,a29812ac63e9b065046efd387a6ec8b5,1325401915,36.447073,-91.941927,0
James,Cooper,M,663 Ramirez Trace Apt. 951,Huntsville,AL,35811,34.7789,-86.5438,190178,Television production assistant,01-04-1973,245808873287633a9a96195244def00e,1325401950,35.036513,-87.00354,0
Bethany,Andrade,F,7898 Wanda Springs,Corona,CA,92882,33.8419,-117.6043,233717,Wellsite geologist,22-05-1966,4a4cf450e1ee2741e3c3a43544c3cd64,1325401981,33.917816,-117.821826,0
Erik,Stevens,M,84033 Pitts Overpass,Lakeland,FL,33809,28.1762,-81.9591,237282,Plant breeder/geneticist,13-10-1949,40f19c990e060f60d20b8c77fbb710ff,1325402009,28.992813,-82.16615,0
Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141,-84.5722,6284,Secondary school teacher,27-03-1936,5ea3a2326411e4781bef4be5bd3f4b07,1325402088,41.493388,-84.55955,0
Michael,Jones,M,754 Smith Isle,Amsterdam,OH,43903,40.4731,-80.9596,2208,Mental health nurse,10-09-1961,9f8dbd1f23da1bea7622c70d87008b78,1325402139,40.981911,-81.105176,0
Cesar,Smith,M,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,01-07-1968,5a58d51268908ba1ab7f8090b61db384,1325402200,41.785261,-74.554777,0
Katherine,Pennington,F,73869 Connie Prairie,Vienna,GA,31092,32.0913,-83.7922,7420,Phytotherapist,15-01-1957,85401905be867a97f995e0dd6c44b46c,1325402205,32.473304,-84.563429,0
Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,02-02-1946,0d0cbcb30d4a99512542a84eb09469bb,1325402224,43.011965,-80.629362,0
Erika,Mason,F,083 Karen Island Apt. 656,Goreville,IL,62939,37.575,-88.9655,3119,"Teacher, secondary school",17-04-1942,904be45e02c12554d9adf781d203b266,1325402269,37.504124,-88.581738,0
Antonio,Koch,M,8738 Richard Brooks,Moab,UT,84532,38.5677,-109.5271,9772,Location manager,24-11-1989,ce01044c1bfbdb2dd8afb20b3b104f98,1325402274,38.015263,-109.543831,0
Tyler,Garcia,M,408 Bradley Rest,Doe Hill,VA,24433,38.4207,-79.4629,99,Dance movement psychotherapist,28-03-1986,9bb5c3930d00b2dcb4276ad4621af965,1325402311,39.263465,-79.474877,0
Jessica,Shaw,F,5745 Blair Locks,West Columbia,SC,29170,33.9568,-81.1405,52126,Chemical engineer,23-08-1929,fd21e41966166ecf54c9288a5b13cf62,1325402384,33.149021,-80.811209,0
Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,10-12-1971,6745d638ddd330b020341363bef6bc18,1325402398,40.262049,-80.833015,0
Nancy,Roach,F,376 Brown Courts,Yellowstone National Park,WY,82190,44.7957,-110.6137,369,Materials engineer,16-11-1941,ff065ff2abbe15990f3ccbd5e549f085,1325402402,45.68706,-109.891525,0
Kylie,Kirby,F,79816 Jackson Squares,Shedd,OR,97377,44.453,-123.1065,917,Radio broadcast assistant,08-07-1995,ebbffdde1a88f889b1eea0a895eabf10,1325402408,43.595613,-123.429412,0
Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,18-11-1987,28f3be829fc05cc266b8e20e4d07e0eb,1325402554,39.511175,-94.760973,0
Richard,Carter,M,5097 Martin Ridges,Minneapolis,MN,55403,44.9673,-93.2828,1022298,Chemical engineer,29-09-1976,44a1d5fa0cf18eba0014506f9add3ad9,1325402588,45.868418,-93.458294,0
Rebecca,Erickson,F,594 Berry Lights Apt. 392,Wilmington,NC,28405,34.2651,-77.867,186140,English as a second language teacher,08-02-1983,d73b04ec55f041be70e072ee01237f8b,1325402600,34.747884,-77.812611,0
Jessica,Garcia,F,13108 Jennifer Passage,Mc Cracken,KS,67556,38.5957,-99.554,320,Film/video editor,22-04-1961,6eee43bf092f0e032e378ef0819e4a7b,1325402621,39.344754,-100.032553,0
Robert,Holland,M,431 Tracy Expressway,Milner,GA,30257,33.141,-84.1759,4138,Field seismologist,16-05-1969,ec9cc7a2d0d3edd927361707234eca0d,1325402633,34.118755,-83.799105,0
Mary,Pruitt,F,2819 Luke Greens Suite 563,Kansas City,MO,64114,38.9621,-94.5959,545147,Counsellor,18-11-1987,100f6146829a593605fe199a0a0fb4d5,1325402666,38.440444,-93.968005,0
William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,16-10-1941,9f258e4409c47838e5ad7146245d5385,1325402771,37.676766,-80.710909,0
Teresa,Clark,F,1323 Derek Mission,Noonan,ND,58765,48.8856,-103.0098,248,Industrial/product designer,13-05-1968,242424f9728977abcfe909600978618d,1325402805,49.030995,-103.109525,0
Stephen,Lopez,M,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,01-08-1982,e6f5bb857b0851252490f307c7cdbc62,1325402816,37.502558,-89.538733,0
Curtis,Young,M,4319 Watson Shoals Suite 658,Falconer,NY,14733,42.1239,-79.1895,3833,Metallurgist,09-10-1970,0685dd14ed050768f49345649b9773fd,1325402882,42.035316,-80.08226,0
Tammie,Harper,F,57887 Gutierrez Harbor,Westfir,OR,97492,43.7575,-122.481,597,Forensic psychologist,19-05-1961,b8848e6439f24ca232b875cc8c548bb9,1325402923,44.438045,-121.970543,0
Dalton,Jones,M,3304 Hernandez Run,Afton,MI,49705,45.3637,-84.4695,937,Technical brewer,06-04-1958,2d9f4241196b559794520bc43e54ce81,1325403046,46.345956,-84.000883,0
Michael,Vargas,M,933 Martin Rapids,Desdemona,TX,76445,32.2819,-98.5673,407,Clothing/textile technologist,08-08-1978,f6098c2c3707da8b1805f2647a3e8cba,1325403131,32.344145,-98.569402,0
Julie,Johnson,F,9331 Robert Passage Suite 327,Hudson,KS,67545,38.1485,-98.6408,215,Probation officer,22-11-1968,ba6bee937b843991f95611b9675cc986,1325403195,37.897032,-97.804613,0
Savannah,Lewis,F,537 Walker Freeway,North Tonawanda,NY,14120,43.0498,-78.851,45100,Ambulance person,25-10-1993,06c97720f8c9fdf220edcc029877363c,1325403203,43.591414,-78.301217,0
Robert,James,M,92021 Miranda Meadows,Tamaroa,IL,62888,38.138,-89.2231,2135,"Development worker, community",31-01-1961,cb9f5f2d15278bc2a58d6c8c7a51c1ab,1325403209,38.33354,-88.557781,0
Heather,Roberts,F,62934 Maria Cliffs Suite 350,Bethel Springs,TN,38315,35.2289,-88.644,3876,Senior tax professional/tax inspector,19-11-1960,7250d66c9afecb3e57759a78a6c7d77e,1325403252,35.868466,-89.548536,0
Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,13-01-1960,ba271c26b118fc96b4ae5828d454dcc6,1325403265,39.320846,-89.343187,0
Erin,Chavez,F,3379 Williams Common,Littleton,CO,80120,39.5994,-105.0044,320420,Water engineer,31-07-1975,d81638aacaad5494f155cf70e1912957,1325403286,40.062868,-105.199294,0
Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,15-02-1964,099889a73c97dde0df1927789a44277d,1325403341,40.595003,-77.494432,0
Bradley,Martinez,M,3426 David Divide Suite 717,Burns Flat,OK,73624,35.3492,-99.188,2142,Politician's assistant,30-06-1976,eb6294e97a72ec3dcacfb41eb5eedc21,1325403387,35.081835,-99.764056,0
Linda,Gonzalez,F,17667 Price Spur Apt. 366,Glen Rock,PA,17327,39.7813,-76.7477,7565,Insurance claims handler,08-03-1952,26d9a372f0370a11f4972589acd0e40c,1325403409,39.361539,-76.276545,0
Emily,Hall,F,8851 Reese Neck,Basye,VA,22810,38.8089,-78.7776,863,"Engineer, mining",09-08-1972,591f0361f48684e18d26b20570763bef,1325403527,38.742452,-79.105637,0
Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,23-12-1974,f555a9523ee3b2dcb0bdb6ed459deb03,1325403540,38.795002,-94.219522,0
Olivia,Stephenson,F,292 Cassidy Oval,Lowville,NY,13367,43.7893,-75.4156,8830,Theme park manager,29-03-1991,e02e4cb0524c7874d18ba53e336dae14,1325403574,43.395693,-74.660256,0
Collin,Brown,M,995 Benjamin Bypass,Du Pont,GA,31630,31,-82.8555,419,Advertising account executive,28-10-1990,08600d2084a23aa46a8dea69e4d78cc8,1325403814,30.784155,-83.200177,0
Matthew,Russell,M,168 Michael Coves Suite 343,June Lake,CA,93529,37.7773,-119.0825,633,Health service manager,09-09-1927,d4175d076783f76299e010c158b2b6c7,1325403831,38.179302,-119.614224,0
Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",22-08-1997,f3db3d290470a553bac6ccb60b05b81f,1325403896,43.243592,-69.994459,0
Laura,Casey,F,6114 Moran Way,Steuben,ME,4680,44.4971,-67.9503,1131,Make,10-05-1959,0de757cd559b19fcbc437e1c625d8938,1325404008,43.897163,-68.018978,0
Mary,Williams,F,00315 Ashley Valleys,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,18-11-1997,fe0d43e24cce220564395cdd5c7d254d,1325404042,38.827156,-98.085562,0
Jeremy,Moore,M,574 Patricia Extensions,Lubbock,TX,79413,33.5466,-101.8871,254282,"Doctor, general practice",29-01-1952,6d742f954ef25de28787cd16fcfaf07b,1325404052,32.692762,-102.823356,0
Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",27-11-1992,b5ce075eb7992d3fc45e500507a0322c,1325404063,38.748636,-94.884859,0
April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,19-09-1987,0e4a0dfaffa03225df6019b98bf53cb4,1325404132,37.014139,-78.151936,0
Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,27-12-1985,423115c3906513a92a69a9d6f55156ae,1325404158,38.37696,-96.548617,0
Patrick,Torres,M,27386 Snyder Station,Oxford,MI,48371,42.8223,-83.2829,24840,Agricultural consultant,20-01-1960,2c7d913ee40b827e6a25e668399ad3f4,1325404402,43.605107,-82.946703,0
Jeffery,Sanders,M,5278 Sarah Station Apt. 009,Cardwell,MO,63829,36.0434,-90.2907,1120,Television floor manager,17-04-1957,62cd1654abac4ea270b9b1a3e0f8cf13,1325404460,36.753937,-91.101249,0
Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,15-12-1965,637d26ade8d5c520540a8fb0910a7d28,1325404519,43.932656,-116.426446,0
Tanner,Davis,M,2632 Stevens Light Apt. 213,Payson,IL,62360,39.8153,-91.2627,1656,Exhibition designer,04-08-1969,a9bcbd56e97530b264aca9dd7878d413,1325404538,40.476247,-90.819337,0
Bethany,Andrade,F,7898 Wanda Springs,Corona,CA,92882,33.8419,-117.6043,233717,Wellsite geologist,22-05-1966,621cbb20ee3cbdbb017bfd9ecfe6e595,1325404552,32.923527,-116.743069,0
Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,06-11-1984,6e767da13edbd816831198bebb143636,1325404588,44.332865,-89.849047,0
Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",05-07-1997,e49d31db4764527a77179b1b338ded44,1325404614,32.740767,-79.667622,0
Jessica,Dominguez,F,06393 Nancy Parkways Suite 855,Gadsden,AL,35903,33.9845,-85.9077,67082,Ceramics designer,08-01-1970,5c724563a31d885931b81c069123ebeb,1325404642,33.294702,-86.883989,0
Jennifer,Bishop,F,589 Matthew Brooks,Houston,TX,77026,29.7972,-95.3288,2906700,Animator,24-08-1983,af2ef0b867d92e8ac93649386cfede3e,1325404651,30.767878,-95.073866,0
Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196,-72.3001,477,Naval architect,15-04-1988,df2704afe7f9631383e6de2cd787eba0,1325404657,43.32428,-73.067471,0
Gary,Hall,M,69085 Short Shores,Allentown,NY,14707,42.0737,-78.0594,239,Radio producer,02-05-1956,9f4d4e234c6959c72fe6d3b838ee8da2,1325404668,41.90332,-77.488693,0
William,Thomas,M,39227 Mcpherson Shoals,Lahoma,OK,73754,36.385,-98.0727,1078,Podiatrist,06-10-1989,76428385da8b820a5c0a92c71c252247,1325404678,37.297006,-98.889052,0
Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,15-09-1965,dcf8cdcec55f454904a5ba3ce84d7f2c,1325404680,42.353673,-82.645363,0
Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,15-02-1974,1dc623cb180f12175b8261127373911d,1325404787,41.518354,-78.434401,0
Christopher,Raymond,M,766 Potter Well,West Chazy,NY,12992,44.797,-73.5112,4778,Engineering geologist,14-06-1954,12531e028723e2ea18cf87e904d251cf,1325404862,44.6475,-73.332048,0
Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",12-07-1926,191dca77329814273405b21645f18456,1325404958,31.198751,-81.574855,0
Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",23-07-1992,91e8769df7b592107cb9ca0ee4c98ff5,1325405013,41.192722,-84.951088,0
Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",04-10-1991,77c4bf620494a9ffb6e9d8ef9cc133b5,1325405022,38.190054,-121.705641,0
Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",21-12-1966,f3b8bdcb97af631137ad05725f717cd2,1325405058,44.580163,-85.781021,0
William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",17-11-1993,9cd08482b3d7112f2e477cbc67716c31,1325405085,30.928091,-98.939276,0
Katherine,Tucker,F,670 Le Meadows Suite 250,Lakeland,FL,33811,27.9865,-82.0139,237282,Clothing/textile technologist,03-07-1979,b42bf7bb777166ab536d4d2b01ccf9d0,1325405104,27.409065,-81.897281,0
Kelly,Zimmerman,F,1893 Katie Tunnel,Westerville,NE,68881,41.4193,-99.3844,73,Product designer,10-02-1935,27bd28157b84eb0e00a031787f6f3bf8,1325405159,42.182148,-99.876819,0
Tyler,Wright,M,615 Clarke Spring Apt. 172,Warren,MI,48088,42.5164,-82.9832,134056,"Doctor, hospital",18-05-1980,d83149e84faa563dff9c58271ebedc11,1325405184,42.891759,-83.686167,0
Michelle,Juarez,F,44864 Melton Vista Suite 310,San Jose,CA,95148,37.3304,-121.7913,973849,Science writer,12-06-1955,22108cef010fb1c7f60e0905b79cc178,1325405204,38.005968,-121.191609,0
Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,30-01-1986,d4358f7e298097ab2f2bbc7a435c59c7,1325405314,27.839167,-81.562644,0
Michelle,Juarez,F,44864 Melton Vista Suite 310,San Jose,CA,95148,37.3304,-121.7913,973849,Science writer,12-06-1955,3b0db891ea9d7d317dd5d7dde4ff3f15,1325405341,37.202165,-122.238415,0
Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",02-01-1946,3712f7b17677b446dc8183d766c51a9b,1325405441,42.793885,-89.176339,0
Kyle,Wright,M,610 Samantha Park Suite 149,Whittemore,IA,50598,43.0261,-94.4064,912,Optometrist,16-05-1968,b9ff882de271d8672557a9e14a9ce949,1325405455,43.241099,-94.331093,0
Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,13-03-1994,8a5d21b6f17fa4ec98dcc4675def9289,1325405527,41.396255,-73.987344,0
Joanne,Padilla,F,477 Alejandro Knolls Suite 828,Gardiner,OR,97441,43.7857,-124.1437,260,"Engineer, maintenance",01-09-1956,2c761ec42e24be40a8473480be1b39bf,1325405580,44.556768,-123.410213,0
Willie,Jordan,M,529 West Key,Spearsville,LA,71277,32.955,-92.587,1758,"Psychologist, forensic",08-08-1957,4643b3f489ad96a9d7390c99ea30d1c7,1325405607,33.482113,-91.639878,0
Peter,Caldwell,M,08966 Beltran Route Suite 905,Oaks,PA,19456,40.1334,-75.4536,737,Oceanographer,24-04-1987,e26a31726bbd3d6b00e87966d9b8919a,1325405640,39.152123,-74.922714,0
